R package version: 0.0-43
Summary type: mean
Test type: t-test
x-axis treatment: 27
x-axis medium: SDM_rhl_CNGT
x-axis screen ID: cSGA
x-axis screen name: cSGA
x-axis libraries: Boone Standard SDL
x-axis client: MS
x-axis user: SGA
x-axis date: 2009
x-axis PI: DAL
x-axis condition: 
x-axis inoculation type: DIL
x-axis fitness definition: r
y-axis treatment: 27
y-axis medium: SDM_rhl_CNGHT
y-axis screen ID: bir1-17
y-axis screen name: bir1-17
y-axis libraries: 
y-axis client: MS
y-axis user: AC
y-axis date: 2010
y-axis PI: DAL
y-axis condition: 
y-axis inoculation type: DIL
y-axis fitness definition: r
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YBR042C	CST26	0.00171953	0.0422293	-0.574907	5.51231	5.94768	0.0210191	0.115855	4	8	t-test	E
YBR103W	SIF2	0.00144154	0.0401641	-0.574604	5.02666	5.47286	0.0881147	0.0787126	4	8	t-test	E
YGL252C	RTG2	0.0188495	0.113715	-0.574405	4.91031	5.35899	0.0403141	0.184715	4	8	t-test	E
YDL171C	GLT1	0.0863141	0.242401	-0.573301	5.59072	6.02271	0.23262	0.0630154	4	8	t-test	E
YDR305C	HNT2	0.00193962	0.0433815	-0.572325	5.6043	6.03503	0.0866671	0.100801	4	8	t-test	E
YDL076C	RXT3	0.000357217	0.0177058	-0.571945	5.60036	6.03081	0.0660666	0.0819263	4	8	t-test	E
YCR095C	OCA4	0.00719164	0.0717308	-0.569967	5.54945	5.97914	0.114586	0.0664445	4	8	t-test	E
YLR290C	YLR290C	0.000683424	0.0263118	-0.569149	5.52048	5.95003	0.0766036	0.0620844	4	8	t-test	E
YBR098W	MMS4	0.0100738	0.0826792	-0.566608	5.59219	6.01762	0.101832	0.143738	4	8	t-test	E
YDL133C-A	RPL41B	0.0321701	0.143956	-0.565326	5.48762	5.91419	0.166347	0.120731	4	8	t-test	E
YBR065C	ECM2	0.00352871	0.0551443	-0.564796	5.82688	6.24515	0.0590655	0.129657	4	8	t-test	E
YBR125C	PTC4	0.037155	0.156881	-0.562706	5.9542	6.36752	0.11434	0.199034	4	8	t-test	E
YDL041W	YDL041W	0.416855	0.591616	-0.561064	0.412837	0.951576	0.142161	0.623579	4	8	t-test	E
YBR166C	TYR1	0.0219564	0.123706	-0.560582	5.85739	6.27085	0.118141	0.165816	4	8	t-test	E
