R package version: 0.0-43
Summary type: median
Test type: wilcoxon
x-axis treatment: 27
x-axis medium: SDM_rhl_CNGT
x-axis screen ID: cSGA
x-axis screen name: cSGA
x-axis libraries: Boone Standard SDL
x-axis client: MS
x-axis user: SGA
x-axis date: 2009
x-axis PI: DAL
x-axis condition: 
x-axis inoculation type: DIL
x-axis fitness definition: MDRMDP
y-axis treatment: 27
y-axis medium: SDM_rhl_CNGHT
y-axis screen ID: bir1-17
y-axis screen name: bir1-17
y-axis libraries: 
y-axis client: MS
y-axis user: AC
y-axis date: 2010
y-axis PI: DAL
y-axis condition: 
y-axis inoculation type: DIL
y-axis fitness definition: MDRMDP
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YNR041C	COQ2	0.0040404	0.0704161	-109.642	4.91807	99.3818	11.7647	1.36152	4	8	wilcoxon	E
YHL007C	STE20	0.387338	0.629945	-92.0228	3.70429	85.0456	1.5125	17.5094	4	8	wilcoxon	E
YCL032W	STE50	0.0040404	0.0704161	-87.4934	38.4278	108.514	8.52026	2.07229	4	8	wilcoxon	E
YDL035C	GPR1	0.0727273	0.269231	-83.5391	19.7263	101.423	25.2185	12.7944	4	8	wilcoxon	E
YOR302W	YOR302W	0.20194	0.457793	-79.7776	3.26793	72.1492	0.309869	14.0493	4	8	wilcoxon	E
YPR024W	YME1	0.0040404	0.0704161	-78.0142	3.2493	70.7998	1.40942	3.48947	4	8	wilcoxon	E
YOR058C	ASE1	0.0888693	0.325352	-66.4794	54.3268	105.735	24.43	13.4172	4	8	wilcoxon	E
YBL025W	RRN10	0.109091	0.325352	-65.0545	25.1203	103.929	23.5298	15.8062	4	8	wilcoxon	E
YKL212W	SAC1	0.0040404	0.0704161	-59.5362	3.91615	53.8518	1.09464	12.0705	4	8	wilcoxon	E
YER016W	BIM1	0.0040404	0.0704161	-58.5177	57.517	100.857	1.60594	3.89075	4	8	wilcoxon	E
YEL061C	CIN8	0.0040404	0.0704161	-55.1069	51.0636	91.596	16.4289	2.74902	4	8	wilcoxon	E
YCR081W	SRB8	0.0370772	0.226387	-52.0526	0	43.3288	0	8.9524	4	8	wilcoxon	E
YPR141C	KAR3	0.0040404	0.0704161	-51.7686	10.0536	54.177	4.18797	4.14364	4	8	wilcoxon	E
YOL004W	SIN3	0.0040404	0.0704161	-49.26	47.4743	82.2968	2.05242	2.40525	4	8	wilcoxon	E
YDR318W	MCM21	0.0040404	0.0704161	-49.0673	76.7178	108.782	2.01771	2.0483	4	8	wilcoxon	E
