R package version: 0.0-43
Summary type: mean
Test type: t-test
x-axis treatment: 20
x-axis medium: SDM_rhl_CNGT
x-axis screen ID: cSGA
x-axis screen name: cSGA
x-axis libraries: Boone Standard SDL
x-axis client: MS
x-axis user: SGA
x-axis date: 2009
x-axis PI: DAL
x-axis condition: 
x-axis inoculation type: DIL
x-axis fitness definition: MDR
y-axis treatment: 20
y-axis medium: SDM_rhl_CNGHT
y-axis screen ID: bir1-17
y-axis screen name: bir1-17
y-axis libraries: 
y-axis client: MS
y-axis user: AC
y-axis date: 2010
y-axis PI: DAL
y-axis condition: 
y-axis inoculation type: DIL
y-axis fitness definition: MDR
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YNR041C	COQ2	1.84891e-05	0.00435007	-4.03189	0.530718	4.67524	0.176965	0.0821565	4	8	t-test	E
YCL032W	STE50	0.000118499	0.0152074	-3.97457	1.06154	5.16044	0.191762	0.0503225	4	8	t-test	E
YPR024W	YME1	0.000125382	0.0152686	-2.87758	0.632148	3.59637	0.23235	0.132468	4	8	t-test	E
YDL035C	GPR1	0.0649809	0.374718	-2.83304	1.7379	4.68379	1.02416	0.295403	4	8	t-test	E
YKL212W	SAC1	0.0136828	0.191984	-2.52029	0.704682	3.30459	0.00837644	0.789878	4	8	t-test	E
YOL004W	SIN3	0.0217265	0.23003	-2.39874	1.59558	4.09293	0.567669	0.121734	4	8	t-test	E
YOR302W	YOR302W	0.0290686	0.262801	-2.27869	0.524516	2.87241	0.174844	0.851293	4	8	t-test	E
YOR078W	BUD21	1.02298e-05	0.0027077	-2.02815	1.01328	3.11652	0.155019	0.1709	4	8	t-test	E
YCR081W	SRB8	0.0104191	0.166827	-1.96754	0.528439	2.5576	0.176205	0.583399	4	8	t-test	E
YHL007C	STE20	0.0474587	0.332761	-1.95232	0.804573	2.82496	0.112104	0.831877	4	8	t-test	E
YER016W	BIM1	7.44909e-05	0.0112667	-1.87109	2.70525	4.68932	0.175476	0.146676	4	8	t-test	E
YMR202W	ERG2	0.0394958	0.301632	-1.80201	0.566957	2.42745	0.191858	0.724713	4	8	t-test	E
YOL064C	MET22	0.182437	0.541331	-1.69219	1.5252	3.29681	0.104569	1.16887	4	8	t-test	E
YOR058C	ASE1	0.149986	0.513625	-1.6814	2.58788	4.37468	0.825606	0.626952	4	8	t-test	E
YPL178W	CBC2	0.0420331	0.313951	-1.65067	0.563095	2.26842	0.189868	0.673582	4	8	t-test	E
YDR318W	MCM21	1.03843e-07	0.000202486	-1.64607	3.47265	5.24508	0.0417159	0.102857	4	8	t-test	E
YIL040W	APQ12	0.25124	0.619547	-1.59538	1.74314	3.42094	1.00798	0.788128	4	8	t-test	E
YPL018W	CTF19	0.000556669	0.0362691	-1.50976	3.38207	5.0126	0.17567	0.109924	4	8	t-test	E
YPL226W	NEW1	0.0306338	0.268046	-1.40038	1.66705	3.14315	0.0800978	0.530925	4	8	t-test	E
YBR238C	YBR238C	4.85177e-07	0.000342454	-1.38782	3.58133	5.09183	0.0689729	0.0661384	4	8	t-test	E
YDR392W	SPT3	0.00122694	0.0514033	-1.30847	2.79679	4.20661	0.152519	0.0663602	4	8	t-test	E
YKL032C	IXR1	0.00139927	0.0529098	-1.20561	3.33599	4.65373	0.161054	0.0885796	4	8	t-test	E
YEL061C	CIN8	0.227574	0.59246	-1.19541	2.99101	4.28977	0.789637	0.143122	4	8	t-test	E
YIL059C	YIL059C	0.362812	0.71254	-1.16405	3.94073	5.2308	1.08594	0.09653	4	8	t-test	E
YLR087C	CSF1	0.297103	0.660435	-1.15675	1.92052	3.15324	0.753103	0.731132	4	8	t-test	E
YIL084C	SDS3	1.35647e-06	0.000574464	-1.15504	3.27881	4.54331	0.0528925	0.10003	4	8	t-test	E
YGR157W	CHO2	0.115233	0.469846	-1.1112	2.31012	3.50578	0.350802	0.553591	4	8	t-test	E
YOR303W	CPA1	0.162848	0.523661	-1.10655	0.739258	1.89137	0.0338746	0.726638	4	8	t-test	E
YMR198W	CIK1	2.22642e-06	0.000852788	-1.09819	3.26828	4.47426	0.069875	0.0810471	4	8	t-test	E
YGR259C	YGR259C	0.425105	0.750132	-1.09797	3.54736	4.76	1.1901	0.121982	4	8	t-test	E
YGR231C	PHB2	2.63996e-17	1.11802e-13	-1.09238	3.46901	4.674	0.0692473	0.0353397	28	56	t-test	E
YCL044C	MGR1	6.21648e-05	0.0101257	-1.06786	3.8155	5.00391	0.0430938	0.140385	4	8	t-test	E
YPL180W	TCO89	0.137211	0.493938	-1.05355	1.73593	2.85834	0.132098	0.635692	4	8	t-test	E
YHR178W	STB5	0.231756	0.596286	-1.03175	1.18686	2.27338	0.329587	0.753674	4	8	t-test	E
YGR282C	BGL2	0.426623	0.750956	-1.00998	3.96158	5.09429	1.09825	0.124705	4	8	t-test	E
YHR158C	KEL1	0.371169	0.715802	-1.00228	3.68471	4.8027	0.951119	0.156119	4	8	t-test	E
YBR231C	SWC5	0.00183282	0.0646832	-0.998618	3.11787	4.21811	0.155111	0.171401	4	8	t-test	E
YHL027W	RIM101	2.4164e-06	0.000852788	-0.995747	3.97983	5.09841	0.0383849	0.0905155	4	8	t-test	E
YAL013W	DEP1	0.000213316	0.0196389	-0.958006	3.49423	4.56215	0.101122	0.0749015	4	8	t-test	E
YGL046W	YGL046W	0.0158386	0.203262	-0.935069	4.0894	5.14851	0.205107	0.0603518	4	8	t-test	E
YMR086C-A	YMR086C-A	0.413942	0.744571	-0.912273	4.07916	5.11465	0.963989	0.043708	4	8	t-test	E
YKR065C	PAM17	0.00074134	0.0403825	-0.888327	3.74524	4.74796	0.103092	0.0569395	4	8	t-test	E
YPL181W	CTI6	4.41226e-05	0.0077858	-0.85494	4.43593	5.42149	0.0785214	0.0803132	4	8	t-test	E
YLR193C	UPS1	0.000676677	0.0403623	-0.844655	3.25703	4.20294	0.106764	0.0736636	4	8	t-test	E
YDL142C	CRD1	0.000926362	0.0435905	-0.830481	3.55428	4.493	0.097222	0.0493882	4	8	t-test	E
YKR016W	MIC60	0.000888533	0.0427606	-0.826288	3.51568	4.44916	0.11028	0.076484	4	8	t-test	E
YNL097C	PHO23	0.000152459	0.01683	-0.810602	3.94947	4.87758	0.0576973	0.123251	4	8	t-test	E
YPR153W	YPR153W	0.000465513	0.0330484	-0.805649	2.90856	3.80591	0.0983045	0.0740782	4	8	t-test	E
YLR055C	SPT8	1.14243e-05	0.00284599	-0.798849	3.6824	4.59187	0.0337043	0.08661	4	8	t-test	E
YDL033C	SLM3	0.163258	0.523787	-0.791276	1.91487	2.77296	0.342108	0.40469	4	8	t-test	E
