R package version: 0.0-43
Summary type: mean
Test type: t-test
x-axis treatment: 37
x-axis medium: SDM_rhl_CNGT
x-axis screen ID: cSGA
x-axis screen name: cSGA
x-axis libraries: Boone Standard SDL
x-axis client: MS
x-axis user: SGA
x-axis date: 2009
x-axis PI: DAL
x-axis condition: 
x-axis inoculation type: DIL
x-axis fitness definition: MDRMDP
y-axis treatment: 37
y-axis medium: SDM_rhl_CNGHT
y-axis screen ID: bir1-17
y-axis screen name: bir1-17
y-axis libraries: 
y-axis client: MS
y-axis user: AC
y-axis date: 2010
y-axis PI: DAL
y-axis condition: 
y-axis inoculation type: DIL
y-axis fitness definition: MDRMDP
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YJR135C	MCM22	1.97844e-11	7.61698e-09	-60.769	3.02635	112.038	1.07224	2.20647	4	8	t-test	E
YLR381W	CTF3	8.63708e-10	1.59035e-07	-58.3719	5.59445	112.339	1.10519	1.64243	4	8	t-test	E
YBR107C	IML3	6.2845e-10	1.40078e-07	-57.7134	2.90246	106.454	0.989338	1.42693	4	8	t-test	E
YOR349W	CIN1	5.05425e-12	2.98353e-09	-57.6566	7.23281	113.96	0.884016	2.24207	4	8	t-test	E
YPL018W	CTF19	2.87392e-05	0.000691537	-54.9492	6.25895	107.494	2.31168	1.56484	4	8	t-test	E
YDR254W	CHL4	0.00496092	0.0301398	-52.7194	9.65174	109.537	8.15044	4.4165	4	8	t-test	E
YML124C	TUB3	0.00408978	0.0265647	-52.6386	11.411	112.485	6.74826	1.31967	4	8	t-test	E
YPL253C	VIK1	0.000915872	0.00957708	-50.3477	13.1519	111.519	4.6287	2.33148	4	8	t-test	E
YDR333C	RQC1	8.33553e-10	1.59035e-07	-49.0554	5.34144	95.5324	0.614662	2.89495	4	8	t-test	E
YGL216W	KIP3	5.64941e-06	0.000206443	-49.0375	10.8413	105.16	2.92553	3.89162	4	8	t-test	E
YNR041C	COQ2	1.09976e-05	0.000335072	-48.9803	5.10415	94.9838	2.54892	2.64019	4	8	t-test	E
YDR318W	MCM21	0.0063787	0.0350829	-48.4979	12.9355	107.89	7.68749	3.11703	4	8	t-test	E
YCL032W	STE50	6.46182e-06	0.000231914	-46.8838	16.7859	111.818	2.54685	3.0082	4	8	t-test	E
YLR217W	YLR217W	0.00177576	0.0148917	-46.87	9.12438	98.3379	5.13719	2.41153	4	8	t-test	E
YPL008W	CHL1	1.68483e-07	1.36e-05	-46.6384	11.4626	102.038	1.41999	1.73731	4	8	t-test	E
YER177W	BMH1	0.00247991	0.0188002	-46.5455	12.1564	103.093	5.50636	2.30984	4	8	t-test	E
YPL017C	IRC15	0.0554512	0.138874	-45.3807	16.9436	109.455	14.9553	2.45634	4	8	t-test	E
YDR126W	SWF1	7.83223e-06	0.000267496	-45.0468	2.5161	83.5306	1.45504	7.75694	4	8	t-test	E
YCL029C	BIK1	5.61131e-05	0.0011649	-44.8525	7.62737	92.1658	2.63057	2.16127	4	8	t-test	E
YPR120C	CLB5	1.48182e-10	4.18367e-08	-44.0019	6.15672	88.0891	0.736431	2.46171	4	8	t-test	E
YOR027W	STI1	2.37621e-05	0.000606221	-43.4052	11.1423	95.797	2.57695	2.61592	4	8	t-test	E
YPL138C	SPP1	3.68191e-08	3.8298e-06	-42.9327	3.47946	81.5096	0.196435	3.07835	4	8	t-test	E
YMR048W	CSM3	0.00427996	0.0273787	-42.7208	11.845	95.8291	6.18914	3.06096	4	8	t-test	E
YPR023C	EAF3	0.00172841	0.0145929	-42.6682	14.2504	99.9612	4.29274	1.36356	4	8	t-test	E
