R package version: 0.0-43
Summary type: median
Test type: wilcoxon
x-axis treatment: 20
x-axis medium: SDM_rhl_CNGT
x-axis screen ID: cSGA
x-axis screen name: cSGA
x-axis libraries: Boone Standard SDL
x-axis client: MS
x-axis user: SGA
x-axis date: 2009
x-axis PI: DAL
x-axis condition: 
x-axis inoculation type: DIL
x-axis fitness definition: MDR
y-axis treatment: 20
y-axis medium: SDM_rhl_CNGHT
y-axis screen ID: bir1-17
y-axis screen name: bir1-17
y-axis libraries: 
y-axis client: MS
y-axis user: AC
y-axis date: 2010
y-axis PI: DAL
y-axis condition: 
y-axis inoculation type: DIL
y-axis fitness definition: MDR
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YPR153W	YPR153W	0.0040404	0.113319	-0.762222	2.93884	3.75773	0.0983045	0.0740782	4	8	wilcoxon	E
YDR336W	YDR336W	0.0040404	0.113319	-0.731406	4.34816	5.25897	0.0794016	0.0602467	4	8	wilcoxon	E
YNL097C	PHO23	0.0040404	0.113319	-0.730661	4.00096	4.84685	0.0576973	0.123251	4	8	wilcoxon	E
YDL119C	YDL119C	0.0040404	0.113319	-0.729575	4.31013	5.16251	0.138259	0.0908915	4	8	wilcoxon	E
YJR145C	RPS4A	0.0040404	0.113319	-0.719719	3.94259	4.73131	0.0684383	0.0929349	4	8	wilcoxon	E
YPR141C	KAR3	0.20194	0.643184	-0.717952	1.75023	2.53232	0.277126	0.56656	4	8	wilcoxon	E
YHL025W	SNF6	0.460606	0.841893	-0.713661	3.04618	3.63426	0.582879	0.570283	4	8	wilcoxon	E
YMR154C	RIM13	0.0040404	0.113319	-0.709213	4.19426	5.0678	0.0704432	0.0704344	4	8	wilcoxon	E
YOR275C	RIM20	0.0040404	0.113319	-0.695775	4.12921	5.03698	0.0707449	0.0963149	4	8	wilcoxon	E
YOR354C	MSC6	0.00808081	0.161426	-0.68937	4.16653	5.12824	0.0821092	0.0891394	4	8	wilcoxon	E
YOR350C	MNE1	0.00808081	0.161426	-0.684757	3.97279	4.82285	0.0947025	0.103706	4	8	wilcoxon	E
YGL045W	RIM8	0.0040404	0.113319	-0.682944	4.19422	5.15785	0.11749	0.134534	4	8	wilcoxon	E
YPL017C	IRC15	0.00808081	0.161426	-0.662774	4.46794	5.32778	0.0927793	0.106023	4	8	wilcoxon	E
YLR085C	ARP6	0.0040404	0.113319	-0.656085	3.53109	4.30736	0.103209	0.0525571	4	8	wilcoxon	E
YMR263W	SAP30	0.0040404	0.113319	-0.654822	4.09254	4.86367	0.0777084	0.0927135	4	8	wilcoxon	E
YGL127C	SOH1	0.0040404	0.113319	-0.65348	2.97077	3.68767	0.0774984	0.089913	4	8	wilcoxon	E
YPL139C	UME1	0.0040404	0.113319	-0.646189	4.32924	5.11093	0.0598846	0.0941313	4	8	wilcoxon	E
YJR135C	MCM22	0.0040404	0.113319	-0.645239	4.38619	5.1839	0.0219047	0.0975043	4	8	wilcoxon	E
YGR122W	YGR122W	0.0040404	0.113319	-0.644803	4.24346	5.06792	0.079946	0.0625072	4	8	wilcoxon	E
YOR030W	DFG16	0.0040404	0.113319	-0.643325	4.24851	5.08259	0.101018	0.0645333	4	8	wilcoxon	E
YPL182C	YPL182C	0.0282828	0.29648	-0.641453	4.56417	5.35151	0.0689341	0.113268	4	8	wilcoxon	E
YLR038C	COX12	0.00808081	0.161426	-0.636195	3.92483	4.65416	0.112799	0.0976837	4	8	wilcoxon	E
YPL183W-A	RTC6	0.0040404	0.113319	-0.635866	3.68428	4.44725	0.0449139	0.0692062	4	8	wilcoxon	E
YEL061C	CIN8	0.153535	0.57849	-0.628612	3.53406	4.29249	0.789637	0.143122	4	8	wilcoxon	E
YOL052C	SPE2	0.282828	0.712963	-0.626237	2.33342	3.04934	0.592444	0.155996	4	8	wilcoxon	E
YER153C	PET122	0.0040404	0.113319	-0.621831	4.12512	4.81485	0.0573509	0.0817379	4	8	wilcoxon	E
YML013C-A	YML013C-A	0.109091	0.509372	-0.621494	3.39761	4.07894	0.0585198	0.235327	4	8	wilcoxon	E
YMR243C	ZRC1	0.00808081	0.161426	-0.619154	4.18768	4.97632	0.12624	0.0933884	4	8	wilcoxon	E
YDR388W	RVS167	0.0040404	0.113319	-0.616013	4.14435	4.9388	0.091026	0.0707048	4	8	wilcoxon	E
YBR178W	YBR178W	0.0484848	0.364066	-0.615326	4.97939	5.69593	0.0821763	0.126345	4	8	wilcoxon	E
YPR023C	EAF3	0.0040404	0.113319	-0.609185	4.36037	5.14194	0.115353	0.0592988	4	8	wilcoxon	E
YKL087C	CYT2	0.0040404	0.113319	-0.604194	4.23131	5.00774	0.0475989	0.0807431	4	8	wilcoxon	E
YIL058W	YIL058W	0.0484848	0.364066	-0.593505	4.39521	5.13989	0.0450035	0.127162	4	8	wilcoxon	E
YBR104W	YMC2	0.00808081	0.161426	-0.590129	4.36807	5.1598	0.0748862	0.133366	4	8	wilcoxon	E
YNL162W	RPL42A	0.0727273	0.430769	-0.587559	4.07327	4.81041	0.0331021	0.124669	4	8	wilcoxon	E
YKL208W	CBT1	0.00808081	0.161426	-0.583005	4.39899	5.20692	0.0626117	0.0904986	4	8	wilcoxon	E
YLL009C	COX17	0.20194	0.643184	-0.578091	3.83952	4.46117	0.0953035	0.749361	4	8	wilcoxon	E
YKR029C	SET3	0.0282828	0.29648	-0.571094	3.60623	4.248	0.159065	0.121069	4	8	wilcoxon	E
YBR199W	KTR4	0.109091	0.509372	-0.568937	4.78359	5.43043	0.116326	0.189551	4	8	wilcoxon	E
YLR255C	YLR255C	0.0040404	0.113319	-0.565653	4.35495	5.05086	0.0513934	0.0513326	4	8	wilcoxon	E
YBR207W	FTH1	0.0727273	0.430769	-0.562422	4.92269	5.66964	0.0851056	0.136663	4	8	wilcoxon	E
YDR395W	SXM1	0.00808081	0.161426	-0.562208	4.5811	5.2647	0.0387892	0.103998	4	8	wilcoxon	E
YGR188C	BUB1	0.0040404	0.113319	-0.557937	3.29943	3.87206	0.082502	0.102519	4	8	wilcoxon	E
YDL118W	YDL118W	0.0040404	0.113319	-0.557259	4.33963	5.0236	0.116462	0.080246	4	8	wilcoxon	E
YBL025W	RRN10	0.797516	0.973605	-0.556614	2.71556	5.22829	3.94798	0.909807	4	8	wilcoxon	E
YJL192C	SOP4	0.00808081	0.161426	-0.5546	4.43063	5.19408	0.103654	0.0777058	4	8	wilcoxon	E
YGR182C	YGR182C	0.0040404	0.113319	-0.552425	4.52844	5.22784	0.0701054	0.107537	4	8	wilcoxon	E
YPR052C	NHP6A	0.0040404	0.113319	-0.550432	4.51422	5.24961	0.0331071	0.0917552	4	8	wilcoxon	E
YML041C	VPS71	0.0040404	0.113319	-0.546696	3.77067	4.45176	0.0231731	0.0409163	4	8	wilcoxon	E
YGR270W	YTA7	0.0282828	0.29648	-0.546674	3.94814	4.69624	0.116693	0.0964149	4	8	wilcoxon	E
YHR041C	SRB2	0.367677	0.782861	-0.546264	3.26064	3.81517	0.171917	0.576802	4	8	wilcoxon	E
YBR222C	PCS60	0.0161616	0.225889	-0.544562	4.86184	5.52848	0.0705629	0.134836	4	8	wilcoxon	E
YBR129C	OPY1	0.109091	0.509372	-0.540266	4.72375	5.44106	0.115897	0.149853	4	8	wilcoxon	E
YDR058C	TGL2	0.0040404	0.113319	-0.540169	4.23386	4.88255	0.0577418	0.059235	4	8	wilcoxon	E
YDR207C	UME6	0.214141	0.643184	-0.540159	3.1876	3.83332	0.103887	0.278186	4	8	wilcoxon	E
YBR092C	PHO3	0.0282828	0.29648	-0.538098	4.88223	5.5593	0.0724997	0.117933	4	8	wilcoxon	E
YDL222C	FMP45	0.0040404	0.113319	-0.528826	4.53195	5.24262	0.104087	0.0422028	4	8	wilcoxon	E
YBR145W	ADH5	0.0727273	0.430769	-0.525775	5.03032	5.66917	0.0892643	0.154842	4	8	wilcoxon	E
YNL294C	RIM21	0.0282828	0.29648	-0.523888	4.36361	4.9979	0.0642721	0.114303	4	8	wilcoxon	E
