R package version: 0.0-43
Summary type: mean
Test type: t-test
x-axis treatment: 37
x-axis medium: SDM_rhl_CNGT
x-axis screen ID: cSGA
x-axis screen name: cSGA
x-axis libraries: Boone Standard SDL
x-axis client: MS
x-axis user: SGA
x-axis date: 2009
x-axis PI: DAL
x-axis condition: 
x-axis inoculation type: DIL
x-axis fitness definition: MDR
y-axis treatment: 37
y-axis medium: SDM_rhl_CNGHT
y-axis screen ID: bir1-17
y-axis screen name: bir1-17
y-axis libraries: 
y-axis client: MS
y-axis user: AC
y-axis date: 2010
y-axis PI: DAL
y-axis condition: 
y-axis inoculation type: DIL
y-axis fitness definition: MDR
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YJR135C	MCM22	2.1622e-05	0.000664348	-4.25312	0.523663	9.09793	0.174667	0.135332	4	8	t-test	E
YBR107C	IML3	7.51993e-05	0.00176927	-4.11564	0.523037	8.83489	0.174407	0.0859673	4	8	t-test	E
YLR381W	CTF3	3.59745e-09	6.12864e-07	-4.01907	0.770021	9.12137	0.0626313	0.0820551	4	8	t-test	E
YOR349W	CIN1	1.44414e-07	1.49169e-05	-3.8177	0.944812	9.07074	0.109566	0.142368	4	8	t-test	E
YPL018W	CTF19	1.37997e-05	0.000475136	-3.78667	0.848115	8.82748	0.138179	0.106406	4	8	t-test	E
YNR041C	COQ2	0.00022212	0.00400289	-3.6928	0.648747	8.26897	0.246896	0.162363	4	8	t-test	E
YDR254W	CHL4	0.0160052	0.0663877	-3.66157	0.995089	8.86913	0.776381	0.296456	4	8	t-test	E
YDR333C	RQC1	2.93171e-11	1.37953e-08	-3.54549	0.786686	8.25112	0.0665512	0.15744	4	8	t-test	E
YDR126W	SWF1	1.57043e-05	0.000514085	-3.51514	0.453494	7.55872	0.273671	0.47127	4	8	t-test	E
YPL253C	VIK1	0.00162151	0.0157502	-3.44516	1.30695	9.05092	0.345804	0.133461	4	8	t-test	E
