R package version: 0.0-43
Summary type: median
Test type: wilcoxon
x-axis treatment: 20
x-axis medium: SDM_rhl_CNGT
x-axis screen ID: cSGA
x-axis screen name: cSGA
x-axis libraries: Boone Standard SDL
x-axis client: MS
x-axis user: SGA
x-axis date: 2009
x-axis PI: DAL
x-axis condition: 
x-axis inoculation type: DIL
x-axis fitness definition: K
y-axis treatment: 20
y-axis medium: SDM_rhl_CNGHT
y-axis screen ID: bir1-17
y-axis screen name: bir1-17
y-axis libraries: 
y-axis client: MS
y-axis user: AC
y-axis date: 2010
y-axis PI: DAL
y-axis condition: 
y-axis inoculation type: DIL
y-axis fitness definition: K
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YCL032W	STE50	0.0040404	0.0753793	-600880	7982.78	595427	4656.32	17604.9	4	8	wilcoxon	E
YDL035C	GPR1	0.153535	0.474615	-537569	10205.3	578239	161992	78440.6	4	8	wilcoxon	E
YDR318W	MCM21	0.0040404	0.0753793	-515619	139670	627277	12599.6	25406.9	4	8	wilcoxon	E
YPL181W	CTI6	0.0040404	0.0753793	-489375	326735	803556	26353.7	32823.2	4	8	wilcoxon	E
YPL018W	CTF19	0.0040404	0.0753793	-488448	111020	587284	25153.3	22081.7	4	8	wilcoxon	E
YER016W	BIM1	0.0040404	0.0753793	-488237	39938.5	511629	9536.3	95053	4	8	wilcoxon	E
YOR058C	ASE1	0.0484848	0.286778	-481068	18453.9	531080	113988	66568.4	4	8	wilcoxon	E
YNL097C	PHO23	0.0040404	0.0753793	-452437	267606	699767	16723.8	46471.7	4	8	wilcoxon	E
YBR238C	YBR238C	0.0040404	0.0753793	-451112	172085	622527	23632	35090.8	4	8	wilcoxon	E
YGL046W	YGL046W	0.0040404	0.0753793	-392644	257189	631534	49534.5	18195	4	8	wilcoxon	E
YHL027W	RIM101	0.0040404	0.0753793	-383220	225828	605305	12247.1	16159.6	4	8	wilcoxon	E
YPL182C	YPL182C	0.0040404	0.0753793	-379821	350933	710027	20832.3	29796.5	4	8	wilcoxon	E
YOR030W	DFG16	0.0040404	0.0753793	-370457	296431	661687	21226.9	29745.8	4	8	wilcoxon	E
YBR095C	RXT2	0.00362121	0.0753793	-354839	185416	503992	17662.2	53024.5	8	16	wilcoxon	E
YOR275C	RIM20	0.0040404	0.0753793	-351508	237152	571910	5774.54	13888	4	8	wilcoxon	E
YJR145C	RPS4A	0.0161616	0.166938	-347425	218503	539399	19385.8	47686.3	4	8	wilcoxon	E
YNR041C	COQ2	0.0040404	0.0753793	-347290	3307.21	341391	1752.61	17755.5	4	8	wilcoxon	E
YCL044C	MGR1	0.0040404	0.0753793	-345475	172492	508894	15298.7	27617.5	4	8	wilcoxon	E
YGR231C	PHB2	1.05027e-13	4.4479e-10	-337030	155691	486986	11600.4	12396.8	28	56	wilcoxon	E
YBL025W	RRN10	0.148126	0.474615	-335868	13822	594623	116641	127248	4	8	wilcoxon	E
YGR122W	YGR122W	0.0040404	0.0753793	-334391	310705	629889	8135.31	8693.14	4	8	wilcoxon	E
YMR263W	SAP30	0.0040404	0.0753793	-327141	264833	584400	31590.2	17620	4	8	wilcoxon	E
YNL294C	RIM21	0.0040404	0.0753793	-321594	330749	629304	15290.7	16821.9	4	8	wilcoxon	E
YPR052C	NHP6A	0.0040404	0.0753793	-319763	431352	718963	8324.64	18332.2	4	8	wilcoxon	E
YAL013W	DEP1	0.0040404	0.0753793	-309153	116213	416416	13803.8	18012	4	8	wilcoxon	E
YKL032C	IXR1	0.0040404	0.0753793	-304511	120449	422642	20080.4	33301	4	8	wilcoxon	E
YPL017C	IRC15	0.0040404	0.0753793	-296483	358292	645485	27643.5	17566.6	4	8	wilcoxon	E
YHL007C	STE20	0.549409	0.816469	-294186	1705.3	285529	303.61	91286.5	4	8	wilcoxon	E
YGL045W	RIM8	0.0040404	0.0753793	-291728	311559	583789	27288.7	35592	4	8	wilcoxon	E
YPL139C	UME1	0.0040404	0.0753793	-291647	401797	643016	27066.6	26349.8	4	8	wilcoxon	E
YIL084C	SDS3	0.0040404	0.0753793	-286113	83137.4	362265	7050.55	25180.2	4	8	wilcoxon	E
YMR243C	ZRC1	0.0040404	0.0753793	-284959	344939	608346	27552.7	35693.2	4	8	wilcoxon	E
YOR054C	VHS3	0.0282828	0.227714	-280576	367798	602414	15903.1	60587.9	4	8	wilcoxon	E
YBR092C	PHO3	0.0040404	0.0753793	-279078	485934	724879	44795.8	45955.3	4	8	wilcoxon	E
YOR354C	MSC6	0.0040404	0.0753793	-277235	246680	478359	17646.4	13647.7	4	8	wilcoxon	E
YKR065C	PAM17	0.0040404	0.0753793	-270004	123188	383011	11118.2	24949.7	4	8	wilcoxon	E
YMR154C	RIM13	0.0040404	0.0753793	-267318	360018	635535	33306.9	31066.4	4	8	wilcoxon	E
YML090W	YML090W	0.0040404	0.0753793	-260144	371155	622897	21730.6	37662.4	4	8	wilcoxon	E
YDR334W	SWR1	0.0040404	0.0753793	-260092	238222	496968	19683.7	26111.5	4	8	wilcoxon	E
YOL004W	SIN3	0.0040404	0.0753793	-255375	7159	252693	3120.97	8916.6	4	8	wilcoxon	E
YDR336W	YDR336W	0.0040404	0.0753793	-254263	356220	606654	14306.4	22119.2	4	8	wilcoxon	E
YLL042C	ATG10	0.0040404	0.0753793	-250892	446723	677970	19001.7	36700.7	4	8	wilcoxon	E
YKR029C	SET3	0.0161616	0.166938	-242894	148539	401726	30243.9	65300	4	8	wilcoxon	E
YDR395W	SXM1	0.0040404	0.0753793	-242518	452096	668186	25326.9	32536.4	4	8	wilcoxon	E
YDL119C	YDL119C	0.0040404	0.0753793	-239984	339118	551036	51542.8	21752.1	4	8	wilcoxon	E
YPL036W	PMA2	0.0727273	0.342603	-238991	509680	763804	45916.5	54922.2	4	8	wilcoxon	E
YMR198W	CIK1	0.0040404	0.0753793	-238314	98311.3	322937	11669.3	22007.6	4	8	wilcoxon	E
YJR135C	MCM22	0.0040404	0.0753793	-233463	435086	652239	7305.32	13304	4	8	wilcoxon	E
YKL087C	CYT2	0.0040404	0.0753793	-232457	259562	492349	12567	22355.2	4	8	wilcoxon	E
YDR058C	TGL2	0.0040404	0.0753793	-231873	306479	521811	23631.1	19585.9	4	8	wilcoxon	E
YOR220W	RCN2	0.0040404	0.0753793	-230536	433626	655287	17953.2	26270.8	4	8	wilcoxon	E
YFR011C	MIC19	0.0040404	0.0753793	-229116	362197	574662	18699.4	10538.9	4	8	wilcoxon	E
YDR392W	SPT3	0.0040404	0.0753793	-228078	67844	274302	13850.8	24056.2	4	8	wilcoxon	E
