R package version: 0.0-43
Summary type: median
Test type: wilcoxon
x-axis treatment: 37
x-axis medium: SDM_rhl_CNGT
x-axis screen ID: cSGA
x-axis screen name: cSGA
x-axis libraries: Boone Standard SDL
x-axis client: MS
x-axis user: SGA
x-axis date: 2009
x-axis PI: DAL
x-axis condition: 
x-axis inoculation type: DIL
x-axis fitness definition: MDR
y-axis treatment: 37
y-axis medium: SDM_rhl_CNGHT
y-axis screen ID: bir1-17
y-axis screen name: bir1-17
y-axis libraries: 
y-axis client: MS
y-axis user: AC
y-axis date: 2010
y-axis PI: DAL
y-axis condition: 
y-axis inoculation type: DIL
y-axis fitness definition: MDR
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YPL017C	IRC15	0.0740244	0.146083	-4.29596	0.413898	8.96226	1.11093	0.153336	4	8	wilcoxon	E
YDR254W	CHL4	0.00836037	0.0304438	-4.12918	0.355518	9.00213	0.776381	0.296456	4	8	wilcoxon	E
YJR135C	MCM22	0.0040404	0.0188448	-4.08425	0.690698	9.09626	0.174667	0.135332	4	8	wilcoxon	E
YLR381W	CTF3	0.0040404	0.0188448	-3.95427	0.711917	9.11903	0.0626313	0.0820551	4	8	wilcoxon	E
YBR107C	IML3	0.0040404	0.0188448	-3.95046	0.69328	8.77515	0.174407	0.0859673	4	8	wilcoxon	E
YDR318W	MCM21	0.214141	0.321478	-3.84859	0.78456	8.96096	1.55201	0.229527	4	8	wilcoxon	E
YPL018W	CTF19	0.0040404	0.0188448	-3.75146	0.733094	8.73851	0.138179	0.106406	4	8	wilcoxon	E
YOR349W	CIN1	0.0040404	0.0188448	-3.73725	0.915643	9.00823	0.109566	0.142368	4	8	wilcoxon	E
YPL253C	VIK1	0.0040404	0.0188448	-3.65656	1.16997	8.89973	0.345804	0.133461	4	8	wilcoxon	E
YNR041C	COQ2	0.0040404	0.0188448	-3.62372	0.696834	8.36517	0.246896	0.162363	4	8	wilcoxon	E
YPR046W	MCM16	0.214141	0.321478	-3.61836	0.81263	8.66909	3.91869	0.229071	4	8	wilcoxon	E
YDR126W	SWF1	0.00836037	0.0304438	-3.61437	0.355948	7.91567	0.273671	0.47127	4	8	wilcoxon	E
YML124C	TUB3	0.0040404	0.0188448	-3.43853	1.25901	9.02588	0.657185	0.0890785	4	8	wilcoxon	E
YDR333C	RQC1	0.0040404	0.0188448	-3.43786	0.729245	8.17567	0.0665512	0.15744	4	8	wilcoxon	E
YDL035C	GPR1	0.394938	0.520561	-3.4331	0.702682	8.10429	1.16174	1.05088	4	8	wilcoxon	E
YLR119W	SRN2	0.0644341	0.139366	-3.42301	0	7.03842	0.172534	1.21035	4	8	wilcoxon	E
YCL029C	BIK1	0.0040404	0.0188448	-3.3483	0.742791	8.04857	0.344183	0.128018	4	8	wilcoxon	E
YLR217W	YLR217W	0.0040404	0.0188448	-3.30553	0.704306	8.40028	0.612625	0.194785	4	8	wilcoxon	E
YDR388W	RVS167	0.0411842	0.104004	-3.30469	0.703427	7.54764	0.176616	0.964598	4	8	wilcoxon	E
YPL008W	CHL1	0.0040404	0.0188448	-3.30317	1.1056	8.39566	0.0887137	0.0998812	4	8	wilcoxon	E
YOR195W	SLK19	0.0040404	0.0188448	-3.26278	1.43775	9.08571	0.753207	0.0812816	4	8	wilcoxon	E
YPL138C	SPP1	0.0040404	0.0188448	-3.1942	0.686358	7.52175	0.00487032	0.173482	4	8	wilcoxon	E
YDR074W	TPS2	0.0411842	0.104004	-3.19043	0.682821	7.50082	0.183093	0.968157	4	8	wilcoxon	E
YLR015W	BRE2	0.00836037	0.0304438	-3.16671	0.373259	7.34401	0.222601	0.202096	4	8	wilcoxon	E
YML041C	VPS71	0.0040404	0.0188448	-3.13378	0.708719	7.4396	0.0222448	0.286319	4	8	wilcoxon	E
YHL007C	STE20	0.387338	0.511339	-3.07792	0.694667	7.29867	0.175313	1.51801	4	8	wilcoxon	E
YCL016C	DCC1	0.00836037	0.0304438	-3.06778	0.358816	6.71478	0.212729	0.407376	4	8	wilcoxon	E
YDR485C	VPS72	0.0484848	0.105897	-3.06777	0.781137	7.88909	0.801283	0.419892	4	8	wilcoxon	E
YGR200C	ELP2	0.0040404	0.0188448	-3.06456	0.767525	7.46571	0.218327	0.122677	4	8	wilcoxon	E
YPR120C	CLB5	0.0040404	0.0188448	-3.0436	0.902817	7.51745	0.0653907	0.145545	4	8	wilcoxon	E
YER177W	BMH1	0.153535	0.254689	-2.99032	1.28051	8.64242	0.928967	0.194653	4	8	wilcoxon	E
YFR010W	UBP6	0.0040404	0.0188448	-2.98985	0.720039	7.02878	0.196911	0.319546	4	8	wilcoxon	E
YKL110C	KTI12	0.0040404	0.0188448	-2.97762	0.958682	7.75111	0.617687	0.139029	4	8	wilcoxon	E
YKR035W-A	DID2	0.0040404	0.0188448	-2.97474	1.12897	8.16632	0.416399	0.238625	4	8	wilcoxon	E
YPL086C	ELP3	0.0040404	0.0188448	-2.96315	0.780985	7.24915	0.477172	0.13309	4	8	wilcoxon	E
YLR216C	CPR6	0.0040404	0.0188448	-2.90857	1.2656	8.29735	0.75988	0.210201	4	8	wilcoxon	E
YDL226C	GCS1	0.0246028	0.0726082	-2.89236	0	5.96959	0.279459	0.863223	4	8	wilcoxon	E
YLR085C	ARP6	0.0040404	0.0188448	-2.89075	0.823799	7.42401	0.144651	0.233645	4	8	wilcoxon	E
YNL273W	TOF1	0.20194	0.321478	-2.88777	1.05174	8.24872	0.431486	1.37448	4	8	wilcoxon	E
YMR198W	CIK1	0.00836037	0.0304438	-2.84872	0.355499	6.25803	0.206133	0.314091	4	8	wilcoxon	E
YLR384C	IKI3	0.0040404	0.0188448	-2.83663	1.04436	7.46863	0.269247	0.0903516	4	8	wilcoxon	E
YPL102C	YPL102C	0.0040404	0.0188448	-2.81085	0.948341	7.26645	0.602386	0.0563203	4	8	wilcoxon	E
YKR001C	VPS1	0.0484848	0.105897	-2.79201	0.701624	6.91784	0.0470303	0.948995	4	8	wilcoxon	E
YCL032W	STE50	0.0040404	0.0188448	-2.79199	1.84705	9.04792	0.25009	0.186406	4	8	wilcoxon	E
YGL216W	KIP3	0.0040404	0.0188448	-2.7879	1.75838	8.81074	0.352095	0.261492	4	8	wilcoxon	E
YOR070C	GYP1	0.0040404	0.0188448	-2.77075	1.55891	8.43728	0.548469	0.0909298	4	8	wilcoxon	E
YGL043W	DST1	0.00808081	0.0297585	-2.76213	0.713954	7.29039	0.451331	0.455462	4	8	wilcoxon	E
YDR392W	SPT3	0.0040404	0.0188448	-2.72312	1.01172	7.19767	0.289656	0.283915	4	8	wilcoxon	E
YEL061C	CIN8	0.0484848	0.105897	-2.70706	0.761352	7.55789	0.605719	0.984021	4	8	wilcoxon	E
YOR027W	STI1	0.0040404	0.0188448	-2.68756	1.54617	8.19706	0.264256	0.168202	4	8	wilcoxon	E
YMR048W	CSM3	0.0040404	0.0188448	-2.54778	1.53685	8.39415	0.681793	0.200947	4	8	wilcoxon	E
YMR078C	CTF18	0.0727273	0.14359	-2.50132	0.850371	6.63411	0.663933	0.33268	4	8	wilcoxon	E
